id,age,department,distancefromhome,education,employeecount,gender,jobrole,job_satisfaction,marital_status,monthly_income,num_companies_worked,performancerating,total_working_years,work_life_balance,years_at_company,years_since_last_promotion
257,42,Research & Development,2,Bachelor,1,Female,Laboratory Technician,Low,Divorced,2593,0,Excellent,10,Better,9,7
258,40,Research & Development,2,College,1,Male,Research Director,High,Divorced,19436,0,Excellent,22,Better,21,3
259,51,Research & Development,1,Bachelor,1,Male,Research Scientist,Very High,Married,2723,1,Excellent,1,Good,1,0
260,31,Research & Development,29,College,1,Male,Laboratory Technician,Medium,Single,3479,0,Excellent,6,Best,5,1
261,32,Research & Development,7,Bachelor,1,Male,Laboratory Technician,Medium,Married,2794,1,Outstanding,5,Bad,5,0
262,38,Sales,2,College,1,Male,Sales Executive,Very High,Married,5249,3,Excellent,13,Better,8,7
263,32,Research & Development,2,Below College,1,Male,Laboratory Technician,Low,Single,2176,4,Excellent,9,Better,6,0
264,46,Sales,2,Bachelor,1,Female,Manager,Medium,Married,16872,3,Excellent,28,Good,7,7
265,28,Research & Development,2,Master,1,Male,Laboratory Technician,High,Single,3485,2,Excellent,5,Bad,0,0
266,29,Sales,2,Bachelor,1,Male,Sales Executive,Medium,Married,6644,2,Excellent,10,Better,0,0
267,31,Research & Development,23,Bachelor,1,Male,Healthcare Representative,Very High,Married,5582,0,Outstanding,10,Better,9,7
268,25,Research & Development,5,College,1,Male,Healthcare Representative,Low,Divorced,4000,1,Excellent,6,Better,6,1
269,45,Research & Development,20,College,1,Male,Healthcare Representative,Very High,Married,13496,0,Excellent,21,Better,20,4
270,36,Research & Development,6,Bachelor,1,Male,Laboratory Technician,Very High,Married,3210,0,Excellent,16,Better,15,10
271,55,Research & Development,1,Bachelor,1,Male,Manager,Low,Single,19045,0,Excellent,37,Better,36,4
272,47,Research & Development,29,Master,1,Male,Manager,Medium,Married,11849,1,Excellent,10,Good,10,9
273,28,Research & Development,9,Bachelor,1,Male,Research Scientist,Very High,Married,2070,1,Outstanding,5,Good,5,0
274,37,Sales,6,Master,1,Male,Sales Executive,Very High,Married,6502,4,Excellent,7,Best,5,0
275,21,Research & Development,3,College,1,Male,Research Scientist,High,Single,3230,1,Excellent,3,Best,3,1
276,37,Research & Development,1,Master,1,Female,Research Director,Very High,Divorced,13603,2,Excellent,15,Better,5,0
277,35,Research & Development,22,Bachelor,1,Female,Manager,Medium,Divorced,11996,7,Excellent,10,Good,7,6
278,38,Sales,7,College,1,Female,Sales Executive,Low,Divorced,5605,1,Outstanding,8,Better,8,7
279,26,Research & Development,1,Bachelor,1,Female,Manufacturing Director,Medium,Divorced,6397,1,Outstanding,6,Bad,6,1
280,50,Research & Development,4,Below College,1,Male,Research Director,Medium,Divorced,19144,3,Excellent,28,Good,10,1
281,53,Research & Development,3,Master,1,Male,Research Director,High,Married,17584,3,Excellent,21,Good,5,1
282,42,Sales,1,Below College,1,Male,Sales Executive,High,Married,4907,1,Outstanding,20,Better,20,11
283,29,Sales,2,College,1,Male,Sales Executive,Very High,Single,4554,1,Excellent,10,Good,10,0
284,55,Research & Development,20,College,1,Male,Laboratory Technician,Very High,Married,5415,3,Excellent,12,Better,10,0
285,26,Research & Development,11,College,1,Male,Healthcare Representative,Low,Married,4741,1,Excellent,5,Better,5,3
286,37,Research & Development,1,Bachelor,1,Female,Research Scientist,Very High,Single,2115,1,Excellent,17,Better,17,5
287,44,Research & Development,24,Bachelor,1,Male,Laboratory Technician,High,Divorced,3161,3,Outstanding,19,Bad,1,0
288,38,Research & Development,23,Master,1,Male,Healthcare Representative,Very High,Divorced,5745,9,Excellent,10,Better,2,1
289,26,Research & Development,16,Master,1,Male,Laboratory Technician,Medium,Divorced,2373,2,Excellent,5,Better,3,0
290,28,Research & Development,8,College,1,Female,Research Scientist,Very High,Single,3310,1,Outstanding,5,Better,5,0
291,49,Research & Development,10,Master,1,Female,Research Director,Low,Single,18665,9,Excellent,22,Better,3,1
292,36,Research & Development,3,Bachelor,1,Male,Research Scientist,Medium,Single,4485,4,Excellent,10,Better,8,7
293,31,Sales,5,Bachelor,1,Female,Sales Representative,Medium,Divorced,2789,1,Excellent,2,Good,2,2
294,26,Sales,4,Master,1,Male,Sales Executive,Very High,Single,5828,1,Excellent,8,Better,8,7
295,37,Research & Development,9,Bachelor,1,Male,Research Scientist,Very High,Married,2326,1,Excellent,4,Good,4,1
296,42,Sales,26,Bachelor,1,Female,Sales Executive,Medium,Married,13525,5,Excellent,23,Best,20,4
297,18,Research & Development,3,Bachelor,1,Male,Laboratory Technician,High,Single,1420,1,Excellent,0,Better,0,0
298,35,Sales,16,Bachelor,1,Male,Sales Executive,Medium,Married,8020,0,Excellent,12,Good,11,6
299,36,Research & Development,18,Master,1,Male,Laboratory Technician,Very High,Married,3688,4,Excellent,4,Better,1,0
300,51,Research & Development,2,Bachelor,1,Male,Manufacturing Director,Medium,Divorced,5482,5,Excellent,13,Better,4,1
301,41,Sales,2,Master,1,Male,Manager,Medium,Single,16015,1,Excellent,22,Better,22,0
302,18,Sales,10,Bachelor,1,Female,Sales Representative,High,Single,1200,1,Excellent,0,Better,0,0
303,28,Research & Development,16,College,1,Male,Healthcare Representative,Low,Single,5661,0,Excellent,9,Better,8,0
304,31,Sales,7,Bachelor,1,Male,Sales Executive,Very High,Married,6929,4,Excellent,10,Good,8,7
305,39,Research & Development,1,Bachelor,1,Male,Healthcare Representative,Very High,Divorced,9613,0,Excellent,19,Good,18,3
306,36,Research & Development,24,Master,1,Female,Laboratory Technician,Medium,Married,5674,7,Excellent,11,Better,9,0
307,32,Sales,7,Bachelor,1,Male,Sales Executive,High,Married,5484,1,Excellent,13,Good,13,4
308,38,Research & Development,25,College,1,Female,Research Director,Medium,Married,12061,3,Excellent,19,Better,10,0
309,58,Research & Development,1,Master,1,Male,Healthcare Representative,High,Divorced,5660,2,Excellent,12,Better,5,1
310,31,Research & Development,5,Master,1,Male,Research Scientist,Very High,Married,4821,0,Excellent,6,Better,5,0
311,31,Human Resources,2,Bachelor,1,Male,Human Resources,Low,Married,6410,3,Excellent,9,Better,2,1
312,45,Research & Development,7,Bachelor,1,Male,Laboratory Technician,Low,Divorced,5210,1,Excellent,24,Better,24,9
313,31,Research & Development,2,Master,1,Male,Research Scientist,Very High,Divorced,2695,0,Excellent,3,Bad,2,2
314,33,Research & Development,5,Master,1,Female,Manager,Medium,Married,11878,6,Excellent,12,Better,10,8
315,39,Research & Development,10,Below College,1,Male,Manager,Low,Married,17068,1,Excellent,21,Better,21,11
316,43,Research & Development,10,Master,1,Female,Laboratory Technician,Very High,Single,2455,0,Excellent,9,Better,8,1
317,49,Research & Development,1,College,1,Female,Healthcare Representative,High,Single,13964,7,Excellent,25,Better,7,0
318,52,Research & Development,8,Master,1,Male,Research Scientist,Medium,Married,4941,2,Excellent,11,Good,8,7
319,27,Research & Development,5,Bachelor,1,Female,Research Scientist,Medium,Single,2478,1,Excellent,4,Good,4,1
320,32,Sales,8,College,1,Female,Sales Executive,Medium,Married,5228,1,Excellent,13,Better,13,11
321,27,Sales,2,Bachelor,1,Male,Sales Executive,High,Single,4478,1,Excellent,5,Better,5,0
322,31,Sales,7,Bachelor,1,Male,Sales Executive,Very High,Divorced,7547,4,Excellent,13,Better,7,1
323,32,Research & Development,2,Master,1,Female,Research Scientist,Very High,Single,5055,7,Excellent,10,Good,7,0
324,28,Research & Development,2,Master,1,Male,Research Scientist,Very High,Married,3464,5,Excellent,5,Good,3,2
325,30,Research & Development,28,College,1,Female,Research Scientist,Very High,Married,5775,1,Excellent,11,Better,10,1
326,31,Research & Development,7,College,1,Female,Manufacturing Director,High,Married,8943,1,Outstanding,10,Better,10,8
327,39,Research & Development,7,College,1,Male,Manager,Very High,Married,19272,1,Excellent,21,Better,21,13
328,39,Sales,3,College,1,Female,Sales Executive,High,Married,5238,4,Excellent,12,Good,1,0
329,33,Sales,10,Bachelor,1,Male,Sales Executive,Very High,Single,4682,3,Excellent,9,Good,7,0
330,47,Research & Development,5,Doctor,1,Male,Research Director,High,Married,18300,4,Excellent,21,Better,3,1
331,43,Research & Development,10,Master,1,Female,Laboratory Technician,High,Divorced,5257,1,Excellent,9,Best,9,0
332,27,Sales,1,Below College,1,Male,Sales Executive,Medium,Married,6349,0,Excellent,6,Better,5,1
333,54,Research & Development,20,Master,1,Female,Research Scientist,High,Single,4869,3,Excellent,20,Good,4,0
334,43,Research & Development,7,Bachelor,1,Female,Healthcare Representative,Low,Married,9985,8,Excellent,10,Good,1,0
335,45,Research & Development,8,Master,1,Male,Research Scientist,Very High,Married,3697,9,Excellent,12,Better,10,9
336,40,Sales,1,College,1,Male,Sales Executive,Very High,Married,7457,2,Outstanding,6,Good,4,0
337,29,Research & Development,8,Master,1,Male,Laboratory Technician,Low,Married,2119,1,Excellent,7,Good,7,0
338,29,Research & Development,9,Doctor,1,Male,Laboratory Technician,Very High,Single,3983,0,Excellent,4,Better,3,2
339,30,Sales,5,Bachelor,1,Female,Sales Executive,High,Divorced,6118,1,Excellent,10,Better,10,1
340,27,Sales,8,Master,1,Female,Sales Executive,Medium,Married,6214,1,Excellent,8,Better,8,0
341,37,Research & Development,5,College,1,Male,Manufacturing Director,Very High,Divorced,6347,7,Excellent,8,Good,6,0
342,38,Research & Development,15,College,1,Male,Research Director,Very High,Divorced,11510,0,Excellent,12,Better,11,2
343,31,Research & Development,7,Master,1,Female,Manufacturing Director,Very High,Single,7143,1,Excellent,11,Good,11,4
344,29,Sales,10,Below College,1,Female,Sales Executive,Medium,Divorced,8268,1,Excellent,7,Better,7,1
345,35,Research & Development,5,Master,1,Male,Manufacturing Director,Medium,Single,8095,0,Excellent,17,Better,16,0
346,23,Research & Development,26,Below College,1,Male,Research Scientist,Very High,Divorced,2904,1,Excellent,4,Good,4,0
347,41,Research & Development,6,Bachelor,1,Male,Manufacturing Director,Medium,Single,6032,6,Excellent,8,Better,5,1
348,47,Sales,4,Below College,1,Male,Sales Representative,High,Single,2976,3,Excellent,5,Better,0,0
349,42,Research & Development,23,Doctor,1,Female,Research Director,Very High,Single,15992,2,Excellent,16,Better,1,0
350,29,Sales,2,Bachelor,1,Male,Sales Executive,High,Married,4649,1,Excellent,4,Good,4,0
351,42,Human Resources,2,Below College,1,Male,Human Resources,High,Divorced,2696,0,Excellent,4,Better,3,1
352,32,Research & Development,2,Bachelor,1,Female,Laboratory Technician,Medium,Married,2370,1,Excellent,8,Better,8,0
353,48,Sales,29,Below College,1,Female,Manager,High,Married,12504,3,Outstanding,15,Bad,0,0
354,37,Research & Development,6,Bachelor,1,Male,Research Scientist,Low,Divorced,5974,4,Excellent,13,Better,7,6
355,30,Sales,25,College,1,Female,Sales Executive,High,Married,4736,7,Excellent,4,Best,2,2
356,26,Sales,1,Bachelor,1,Male,Sales Executive,High,Married,5296,1,Excellent,8,Better,8,7
357,42,Research & Development,2,Master,1,Male,Healthcare Representative,Very High,Single,6781,3,Outstanding,14,Better,1,0
358,21,Sales,1,Below College,1,Female,Sales Representative,Medium,Single,2174,1,Excellent,3,Better,3,1
359,36,Sales,1,Doctor,1,Female,Sales Executive,Very High,Single,6653,4,Excellent,7,Better,1,0
360,36,Sales,3,Master,1,Male,Sales Executive,Very High,Married,9699,4,Excellent,16,Better,13,1
361,57,Research & Development,1,Master,1,Male,Healthcare Representative,High,Married,6755,2,Excellent,15,Better,3,1
362,40,Research & Development,10,Master,1,Female,Laboratory Technician,High,Married,2213,3,Excellent,10,Better,7,1
363,21,Sales,9,College,1,Male,Sales Representative,Very High,Single,2610,1,Outstanding,3,Good,3,2
364,33,Sales,5,Bachelor,1,Female,Sales Representative,High,Single,2851,1,Excellent,1,Better,1,0
365,37,Research & Development,10,Bachelor,1,Female,Laboratory Technician,Low,Married,3452,6,Outstanding,17,Better,5,0
366,46,Research & Development,7,Master,1,Female,Manufacturing Director,High,Married,5258,2,Excellent,7,Best,1,0
367,41,Sales,4,Bachelor,1,Male,Sales Executive,Medium,Single,9355,1,Excellent,8,Better,8,7
368,50,Research & Development,10,Bachelor,1,Male,Healthcare Representative,Very High,Single,10496,6,Excellent,20,Better,4,1
369,40,Sales,22,College,1,Male,Sales Executive,High,Married,6380,2,Excellent,8,Better,6,1
370,31,Research & Development,9,Master,1,Male,Research Scientist,Medium,Single,2657,0,Excellent,3,Better,2,2
371,21,Sales,12,Bachelor,1,Female,Sales Representative,Medium,Single,2716,1,Excellent,1,Better,1,0
372,29,Research & Development,23,Bachelor,1,Male,Research Scientist,Very High,Single,2201,9,Excellent,6,Better,3,1
373,35,Research & Development,9,Master,1,Male,Healthcare Representative,Medium,Single,6540,9,Excellent,10,Better,1,0
374,27,Research & Development,1,College,1,Male,Laboratory Technician,Medium,Divorced,3816,1,Excellent,5,Better,5,0
375,28,Sales,9,Master,1,Male,Sales Executive,Very High,Single,5253,1,Excellent,7,Better,7,0
376,49,Research & Development,7,Bachelor,1,Male,Healthcare Representative,High,Single,10965,8,Outstanding,26,Better,5,0
377,51,Sales,14,College,1,Female,Sales Executive,Very High,Married,4936,4,Excellent,18,Good,7,0
378,36,Research & Development,2,Bachelor,1,Female,Research Scientist,High,Married,2543,4,Excellent,6,Better,2,2
379,34,Sales,19,Bachelor,1,Male,Sales Executive,Very High,Single,5304,8,Excellent,9,Good,5,0
380,55,Research & Development,2,Bachelor,1,Female,Manager,Very High,Single,16659,2,Excellent,30,Better,5,1
381,24,Sales,10,Master,1,Female,Sales Executive,High,Divorced,4260,1,Excellent,5,Best,5,0
382,30,Sales,2,Below College,1,Male,Sales Representative,Medium,Married,2476,1,Excellent,1,Better,1,0
383,26,Research & Development,3,Below College,1,Male,Research Scientist,Low,Single,3102,0,Outstanding,7,Better,6,0
384,22,Research & Development,11,Bachelor,1,Female,Research Scientist,Medium,Married,2244,1,Excellent,2,Better,2,1
385,36,Sales,2,College,1,Male,Sales Executive,High,Married,7596,1,Excellent,10,Better,10,9
386,30,Research & Development,4,Bachelor,1,Male,Research Scientist,Very High,Single,2285,9,Outstanding,3,Better,1,0
387,37,Research & Development,14,Bachelor,1,Female,Laboratory Technician,Low,Divorced,3034,1,Excellent,18,Good,18,12
388,40,Sales,2,College,1,Female,Sales Executive,Medium,Divorced,5715,7,Excellent,8,Better,5,1
389,42,Research & Development,1,Master,1,Female,Laboratory Technician,Low,Divorced,2576,3,Excellent,8,Better,5,1
390,37,Research & Development,10,Master,1,Male,Manufacturing Director,Medium,Single,4197,2,Excellent,18,Good,1,0
391,43,Research & Development,12,Bachelor,1,Male,Research Director,Medium,Divorced,14336,1,Excellent,25,Better,25,3
392,40,Research & Development,2,Bachelor,1,Female,Laboratory Technician,High,Married,3448,6,Outstanding,20,Better,1,0
393,54,Research & Development,5,College,1,Male,Research Director,Low,Married,19406,4,Excellent,24,Good,4,1
394,34,Sales,4,Master,1,Female,Sales Executive,High,Married,6538,9,Excellent,6,Better,3,1
395,31,Research & Development,7,College,1,Female,Manufacturing Director,Low,Married,4306,1,Excellent,13,Bad,13,3
396,43,Research & Development,21,Bachelor,1,Male,Laboratory Technician,Very High,Married,2258,7,Outstanding,8,Better,3,1
397,43,Research & Development,8,Master,1,Female,Healthcare Representative,High,Divorced,4522,4,Excellent,8,Better,5,0
398,25,Sales,4,College,1,Female,Sales Executive,Very High,Single,4487,1,Excellent,5,Better,5,1
399,37,Research & Development,25,Doctor,1,Female,Research Scientist,High,Married,4449,3,Excellent,15,Better,13,10
400,31,Research & Development,1,College,1,Male,Laboratory Technician,Low,Married,2218,1,Excellent,4,Better,4,3
401,39,Research & Development,1,Below College,1,Male,Manager,High,Divorced,19197,1,Excellent,21,Better,21,1
402,56,Sales,6,Bachelor,1,Female,Sales Executive,Low,Married,13212,9,Excellent,36,Good,7,7
403,30,Sales,12,Bachelor,1,Female,Sales Executive,High,Single,6577,0,Excellent,6,Better,5,4
404,41,Sales,1,Bachelor,1,Male,Sales Executive,Low,Married,8392,1,Excellent,10,Better,10,0
405,28,Research & Development,17,College,1,Male,Laboratory Technician,Low,Divorced,4558,1,Excellent,10,Better,10,1
406,25,Research & Development,3,Bachelor,1,Male,Laboratory Technician,Low,Married,4031,5,Excellent,6,Better,2,0
407,52,Research & Development,3,Bachelor,1,Male,Manufacturing Director,High,Married,7969,2,Excellent,28,Better,5,0
408,45,Research & Development,10,College,1,Male,Research Scientist,Very High,Married,2654,3,Outstanding,8,Good,2,0
409,52,Research & Development,4,College,1,Female,Manager,Very High,Married,16555,2,Excellent,31,Bad,5,1
410,42,Research & Development,29,College,1,Female,Research Scientist,High,Divorced,4556,2,Excellent,19,Better,5,0
411,30,Research & Development,2,Bachelor,1,Female,Manufacturing Director,Very High,Single,6091,2,Outstanding,11,Better,5,0
412,60,Research & Development,7,Bachelor,1,Female,Manager,Low,Married,19566,5,Excellent,33,Bad,29,11
413,46,Research & Development,18,Bachelor,1,Female,Manufacturing Director,High,Divorced,4810,2,Excellent,19,Good,10,0
414,42,Research & Development,28,Master,1,Female,Healthcare Representative,Very High,Married,4523,0,Excellent,7,Best,6,0
415,24,Sales,1,Below College,1,Female,Sales Representative,Medium,Single,3202,1,Excellent,6,Better,5,1
416,34,Sales,6,College,1,Female,Sales Representative,High,Divorced,2351,0,Excellent,3,Good,2,1
417,38,Research & Development,2,College,1,Male,Laboratory Technician,Very High,Married,1702,1,Outstanding,1,Better,1,0
418,40,Sales,2,Master,1,Female,Manager,High,Married,18041,0,Excellent,21,Better,20,1
419,26,Research & Development,23,Bachelor,1,Female,Research Scientist,Very High,Divorced,2886,1,Outstanding,3,Bad,3,0
420,30,Research & Development,3,Bachelor,1,Male,Laboratory Technician,Very High,Married,2097,4,Excellent,9,Bad,5,1
421,29,Research & Development,3,Master,1,Male,Research Director,High,Married,11935,1,Excellent,10,Better,10,0
422,29,Research & Development,25,Doctor,1,Female,Research Scientist,Medium,Married,2546,5,Excellent,6,Best,2,1
423,19,Human Resources,2,College,1,Male,Human Resources,Very High,Single,2564,1,Excellent,1,Best,1,0
424,30,Sales,22,Master,1,Female,Sales Executive,Low,Married,8412,0,Excellent,10,Better,9,7
425,57,Sales,29,Bachelor,1,Male,Manager,Very High,Divorced,14118,3,Excellent,32,Good,1,0
426,50,Research & Development,29,Master,1,Male,Manager,High,Married,17046,0,Excellent,28,Better,27,15
427,30,Research & Development,2,Bachelor,1,Female,Laboratory Technician,Very High,Single,2564,0,Excellent,12,Good,11,6
428,60,Sales,28,Bachelor,1,Female,Sales Executive,Low,Married,10266,4,Excellent,22,Best,18,13
429,47,Research & Development,2,College,1,Female,Manufacturing Director,Very High,Divorced,5070,5,Excellent,20,Better,5,0
430,46,Research & Development,2,Bachelor,1,Male,Research Director,High,Married,17861,6,Excellent,26,Bad,3,0
431,35,Research & Development,22,Bachelor,1,Male,Laboratory Technician,High,Single,4230,0,Excellent,6,Better,5,4
432,54,Research & Development,8,Master,1,Female,Laboratory Technician,High,Single,3780,7,Excellent,19,Better,1,0
433,34,Research & Development,2,Master,1,Male,Research Scientist,High,Divorced,2768,3,Excellent,14,Better,7,5
434,46,Sales,10,Bachelor,1,Female,Sales Executive,Very High,Married,9071,2,Excellent,15,Better,3,1
435,31,Research & Development,9,Below College,1,Male,Manufacturing Director,Medium,Divorced,10648,1,Outstanding,13,Best,13,0
436,33,Research & Development,15,Below College,1,Male,Manager,High,Married,13610,7,Excellent,15,Best,7,7
437,33,Research & Development,10,Below College,1,Male,Laboratory Technician,Very High,Divorced,3408,7,Excellent,8,Better,4,1
438,30,Sales,7,Below College,1,Male,Sales Representative,Medium,Single,2983,0,Excellent,4,Better,3,1
439,35,Research & Development,16,Bachelor,1,Male,Healthcare Representative,High,Married,7632,4,Excellent,10,Better,8,0
440,31,Research & Development,20,Bachelor,1,Male,Healthcare Representative,High,Married,9824,3,Excellent,12,Better,1,0
441,34,Human Resources,23,Bachelor,1,Female,Human Resources,Low,Divorced,9950,9,Excellent,11,Better,3,0
442,42,Research & Development,5,College,1,Male,Laboratory Technician,High,Married,2093,4,Excellent,8,Better,2,2
443,36,Sales,10,Master,1,Male,Sales Executive,Very High,Single,9980,1,Excellent,10,Good,10,9
444,22,Research & Development,4,Below College,1,Male,Laboratory Technician,High,Single,3894,5,Excellent,4,Better,2,1
445,48,Sales,2,Doctor,1,Female,Sales Executive,Very High,Married,4051,2,Excellent,14,Better,9,6
446,55,Sales,18,Doctor,1,Female,Manager,Medium,Single,16835,3,Outstanding,37,Better,10,7
447,41,Sales,10,College,1,Male,Sales Executive,Very High,Single,6230,7,Excellent,16,Better,14,1
448,35,Sales,1,Bachelor,1,Male,Sales Executive,High,Married,4717,9,Excellent,15,Better,11,6
449,40,Research & Development,6,Bachelor,1,Female,Manufacturing Director,High,Single,13237,7,Excellent,22,Better,20,5
450,39,Research & Development,8,Below College,1,Female,Laboratory Technician,High,Married,3755,1,Excellent,8,Better,8,0
451,31,Sales,2,Below College,1,Male,Sales Executive,Very High,Single,6582,4,Excellent,10,Best,6,0
452,42,Research & Development,24,Bachelor,1,Male,Manufacturing Director,Low,Married,7406,1,Outstanding,10,Good,10,5
453,45,Sales,2,Bachelor,1,Male,Sales Executive,Medium,Married,4805,0,Excellent,9,Best,8,3
454,26,Human Resources,17,Master,1,Female,Human Resources,High,Divorced,2741,0,Excellent,8,Good,7,1
455,29,Research & Development,19,Bachelor,1,Male,Manufacturing Director,Very High,Divorced,4262,4,Excellent,8,Best,3,1
456,33,Research & Development,1,Doctor,1,Female,Research Director,High,Divorced,16184,4,Excellent,10,Better,6,0
457,31,Sales,7,Bachelor,1,Male,Manager,Very High,Divorced,11557,9,Outstanding,10,Good,5,0
458,18,Sales,5,Bachelor,1,Male,Sales Representative,Medium,Single,1878,1,Excellent,0,Better,0,0
459,40,Sales,28,Bachelor,1,Male,Sales Executive,Low,Divorced,10932,3,Excellent,20,Better,1,0
460,41,Research & Development,2,Master,1,Female,Healthcare Representative,High,Single,6811,2,Excellent,10,Better,8,0
461,26,Sales,29,College,1,Male,Sales Executive,High,Divorced,4306,5,Excellent,8,Better,0,0
462,35,Sales,1,Bachelor,1,Female,Sales Executive,High,Single,4859,1,Excellent,5,Better,5,0
463,34,Sales,21,Master,1,Male,Sales Executive,Very High,Single,5337,1,Excellent,10,Better,10,5
464,26,Research & Development,24,Bachelor,1,Male,Laboratory Technician,Very High,Single,2340,1,Excellent,1,Bad,1,0
465,37,Research & Development,1,Bachelor,1,Female,Manufacturing Director,Very High,Single,7491,4,Excellent,12,Best,6,1
466,46,Research & Development,18,Below College,1,Female,Healthcare Representative,High,Married,10527,5,Excellent,28,Good,2,1
467,41,Sales,2,Doctor,1,Female,Manager,Low,Married,16595,7,Excellent,22,Better,18,11
468,37,Sales,9,Master,1,Male,Sales Executive,Medium,Divorced,8834,1,Excellent,9,Better,9,7
469,52,Research & Development,6,College,1,Male,Research Scientist,Low,Divorced,5577,3,Excellent,18,Better,10,6
470,32,Sales,11,Master,1,Male,Sales Executive,High,Married,4707,8,Excellent,6,Better,4,1
471,24,Sales,24,Bachelor,1,Male,Sales Representative,Very High,Married,2400,0,Excellent,3,Better,2,2
472,38,Research & Development,10,Bachelor,1,Female,Healthcare Representative,High,Married,9824,3,Excellent,18,Better,1,0
473,37,Research & Development,1,Master,1,Female,Manufacturing Director,Medium,Married,6447,6,Excellent,8,Good,6,4
474,49,Research & Development,18,Master,1,Male,Research Director,High,Divorced,19502,1,Excellent,31,Better,31,0
475,24,Research & Development,23,Bachelor,1,Male,Research Scientist,Very High,Married,2725,1,Excellent,6,Better,6,1
476,26,Sales,28,College,1,Male,Sales Executive,Medium,Married,6272,1,Outstanding,6,Best,5,1
477,24,Research & Development,17,College,1,Male,Laboratory Technician,Medium,Married,2127,1,Outstanding,1,Better,1,0
478,50,Human Resources,3,Bachelor,1,Male,Manager,Medium,Married,18200,1,Excellent,32,Better,32,10
479,25,Sales,13,Below College,1,Male,Sales Representative,High,Married,2096,1,Excellent,7,Better,7,0
480,24,Research & Development,7,Bachelor,1,Female,Laboratory Technician,High,Married,2886,1,Excellent,6,Better,6,1
481,30,Sales,12,Master,1,Male,Sales Representative,Low,Married,2033,1,Excellent,1,Best,1,0
482,34,Research & Development,1,College,1,Male,Research Scientist,Very High,Married,3622,1,Excellent,6,Better,6,1
483,31,Sales,13,Master,1,Male,Sales Executive,Low,Divorced,4233,2,Excellent,9,Bad,3,1
484,35,Research & Development,25,College,1,Male,Laboratory Technician,Very High,Single,3681,4,Excellent,9,Better,3,0
485,31,Sales,6,Master,1,Male,Sales Executive,Very High,Divorced,5460,4,Outstanding,13,Best,7,5
486,27,Research & Development,6,Master,1,Female,Research Scientist,High,Divorced,2187,0,Excellent,6,Good,5,0
487,37,Sales,2,Bachelor,1,Male,Sales Executive,High,Married,9602,4,Excellent,17,Good,3,1
488,20,Research & Development,1,Bachelor,1,Female,Research Scientist,Medium,Single,2836,1,Excellent,1,Best,1,0
489,42,Research & Development,2,Master,1,Female,Healthcare Representative,Very High,Married,4089,1,Excellent,10,Better,10,2
490,43,Research & Development,6,Master,1,Male,Research Director,Very High,Divorced,16627,4,Excellent,21,Good,1,0
491,38,Research & Development,1,Below College,1,Female,Research Scientist,Low,Single,2619,3,Excellent,8,Good,0,0
492,43,Research & Development,9,Doctor,1,Male,Laboratory Technician,High,Divorced,5679,3,Excellent,10,Better,8,4
493,48,Research & Development,1,Master,1,Female,Manager,Low,Married,15402,7,Excellent,21,Bad,3,0
494,44,Human Resources,1,Master,1,Female,Human Resources,High,Single,5985,4,Excellent,10,Best,2,0
495,34,Sales,14,Bachelor,1,Female,Sales Representative,High,Divorced,2579,1,Excellent,8,Better,8,0
496,27,Sales,2,Below College,1,Male,Sales Representative,Low,Divorced,3041,0,Excellent,5,Better,4,0
497,21,Sales,22,Below College,1,Male,Sales Representative,High,Single,3447,1,Excellent,3,Better,3,1
498,44,Research & Development,3,Master,1,Male,Manager,Very High,Married,19513,4,Excellent,26,Best,2,0
499,22,Research & Development,6,Below College,1,Male,Research Scientist,High,Married,2773,0,Outstanding,3,Better,2,2
500,33,Sales,8,Master,1,Male,Sales Executive,High,Divorced,7104,0,Excellent,6,Better,5,1
501,32,Research & Development,9,Master,1,Female,Research Scientist,Very High,Married,6322,1,Excellent,6,Good,6,0
502,30,Research & Development,3,Bachelor,1,Female,Research Scientist,High,Divorced,2083,1,Outstanding,1,Better,1,0
503,53,Sales,1,Below College,1,Female,Sales Executive,Low,Single,8381,7,Outstanding,18,Best,14,8
504,34,Research & Development,1,Doctor,1,Male,Research Scientist,Very High,Married,2691,1,Excellent,10,Good,10,8
505,45,Sales,26,Master,1,Female,Sales Executive,Low,Married,4286,2,Excellent,5,Better,1,0
506,26,Research & Development,6,Bachelor,1,Female,Laboratory Technician,Very High,Married,2659,1,Excellent,3,Better,3,0
507,37,Research & Development,3,Bachelor,1,Male,Manufacturing Director,High,Married,9434,1,Excellent,10,Better,10,7
508,29,Sales,3,College,1,Female,Sales Executive,High,Married,5561,1,Excellent,6,Good,6,1
509,35,Research & Development,6,Master,1,Male,Research Scientist,Very High,Single,6646,1,Excellent,17,Better,17,11
510,33,Research & Development,6,Bachelor,1,Male,Healthcare Representative,Very High,Divorced,7725,3,Outstanding,15,Bad,13,4
511,54,Human Resources,19,Master,1,Male,Human Resources,Medium,Married,10725,2,Excellent,16,Best,9,7
512,36,Research & Development,9,College,1,Male,Manufacturing Director,Medium,Divorced,8847,2,Excellent,13,Better,3,0
513,27,Research & Development,3,Master,1,Male,Research Scientist,Very High,Single,2045,0,Excellent,5,Better,4,1
514,20,Research & Development,10,Below College,1,Male,Research Scientist,High,Single,1009,1,Excellent,1,Better,1,1
515,33,Research & Development,3,Bachelor,1,Male,Research Scientist,Low,Single,3348,1,Excellent,10,Better,10,9
