"id","age","department","distance_from_home","education","employee_count","gender","job_role","job_satisfaction","marital_status","monthly_income","yearly_income","num_companies_worked","performance_rating","total_working_years","years_at_company","years_since_last_promotion"
271,55,"Research & Development",1,"Bachelor",1,"Male","Manager","Low","Single",19045,228540,0,"Excellent",37,36,4
272,47,"Research & Development",29,"Master",1,"Male","Manager","Medium","Married",11849,142188,1,"Excellent",10,10,9
273,28,"Research & Development",9,"Bachelor",1,"Male","Research Scientist","Very High","Married",2070,24840,1,"Outstanding",5,5,0
274,37,"Sales",6,"Master",1,"Male","Sales Executive","Very High","Married",6502,78024,4,"Excellent",7,5,0
275,21,"Research & Development",3,"College",1,"Male","Research Scientist","High","Single",3230,38760,1,"Excellent",3,3,1
276,37,"Research & Development",1,"Master",1,"Female","Research Director","Very High","Divorced",13603,163236,2,"Excellent",15,5,0
277,35,"Research & Development",22,"Bachelor",1,"Female","Manager","Medium","Divorced",11996,143952,7,"Excellent",10,7,6
278,38,"Sales",7,"College",1,"Female","Sales Executive","Low","Divorced",5605,67260,1,"Outstanding",8,8,7
279,26,"Research & Development",1,"Bachelor",1,"Female","Manufacturing Director","Medium","Divorced",6397,76764,1,"Outstanding",6,6,1
281,53,"Research & Development",3,"Master",1,"Male","Research Director","High","Married",17584,211008,3,"Excellent",21,5,1
283,29,"Sales",2,"College",1,"Male","Sales Executive","Very High","Single",4554,54648,1,"Excellent",10,10,0
284,55,"Research & Development",20,"College",1,"Male","Laboratory Technician","Very High","Married",5415,64980,3,"Excellent",12,10,0
285,26,"Research & Development",11,"College",1,"Male","Healthcare Representative","Low","Married",4741,56892,1,"Excellent",5,5,3
286,37,"Research & Development",1,"Bachelor",1,"Female","Research Scientist","Very High","Single",2115,25380,1,"Excellent",17,17,5
287,44,"Research & Development",24,"Bachelor",1,"Male","Laboratory Technician","High","Divorced",3161,37932,3,"Outstanding",19,1,0
288,38,"Research & Development",23,"Master",1,"Male","Healthcare Representative","Very High","Divorced",5745,68940,9,"Excellent",10,2,1
289,26,"Research & Development",16,"Master",1,"Male","Laboratory Technician","Medium","Divorced",2373,28476,2,"Excellent",5,3,0
290,28,"Research & Development",8,"College",1,"Female","Research Scientist","Very High","Single",3310,39720,1,"Outstanding",5,5,0
291,49,"Research & Development",10,"Master",1,"Female","Research Director","Low","Single",18665,223980,9,"Excellent",22,3,1
292,36,"Research & Development",3,"Bachelor",1,"Male","Research Scientist","Medium","Single",4485,53820,4,"Excellent",10,8,7
293,31,"Sales",5,"Bachelor",1,"Female","Sales Representative","Medium","Divorced",2789,33468,1,"Excellent",2,2,2
294,26,"Sales",4,"Master",1,"Male","Sales Executive","Very High","Single",5828,69936,1,"Excellent",8,8,7
295,37,"Research & Development",9,"Bachelor",1,"Male","Research Scientist","Very High","Married",2326,27912,1,"Excellent",4,4,1
296,42,"Sales",26,"Bachelor",1,"Female","Sales Executive","Medium","Married",13525,162300,5,"Excellent",23,20,4
297,18,"Research & Development",3,"Bachelor",1,"Male","Laboratory Technician","High","Single",1420,17040,1,"Excellent",0,0,0
298,35,"Sales",16,"Bachelor",1,"Male","Sales Executive","Medium","Married",8020,96240,0,"Excellent",12,11,6
299,36,"Research & Development",18,"Master",1,"Male","Laboratory Technician","Very High","Married",3688,44256,4,"Excellent",4,1,0
300,51,"Research & Development",2,"Bachelor",1,"Male","Manufacturing Director","Medium","Divorced",5482,65784,5,"Excellent",13,4,1
301,41,"Sales",2,"Master",1,"Male","Manager","Medium","Single",16015,192180,1,"Excellent",22,22,0
302,18,"Sales",10,"Bachelor",1,"Female","Sales Representative","High","Single",1200,14400,1,"Excellent",0,0,0
303,28,"Research & Development",16,"College",1,"Male","Healthcare Representative","Low","Single",5661,67932,0,"Excellent",9,8,0
304,31,"Sales",7,"Bachelor",1,"Male","Sales Executive","Very High","Married",6929,83148,4,"Excellent",10,8,7
305,39,"Research & Development",1,"Bachelor",1,"Male","Healthcare Representative","Very High","Divorced",9613,115356,0,"Excellent",19,18,3
306,36,"Research & Development",24,"Master",1,"Female","Laboratory Technician","Medium","Married",5674,68088,7,"Excellent",11,9,0
307,32,"Sales",7,"Bachelor",1,"Male","Sales Executive","High","Married",5484,65808,1,"Excellent",13,13,4
308,38,"Research & Development",25,"College",1,"Female","Research Director","Medium","Married",12061,144732,3,"Excellent",19,10,0
309,58,"Research & Development",1,"Master",1,"Male","Healthcare Representative","High","Divorced",5660,67920,2,"Excellent",12,5,1
310,31,"Research & Development",5,"Master",1,"Male","Research Scientist","Very High","Married",4821,57852,0,"Excellent",6,5,0
311,31,"Human Resources",2,"Bachelor",1,"Male","Human Resources","Low","Married",6410,76920,3,"Excellent",9,2,1
312,45,"Research & Development",7,"Bachelor",1,"Male","Laboratory Technician","Low","Divorced",5210,62520,1,"Excellent",24,24,9
313,31,"Research & Development",2,"Master",1,"Male","Research Scientist","Very High","Divorced",2695,32340,0,"Excellent",3,2,2
314,33,"Research & Development",5,"Master",1,"Female","Manager","Medium","Married",11878,142536,6,"Excellent",12,10,8
316,43,"Research & Development",10,"Master",1,"Female","Laboratory Technician","Very High","Single",2455,29460,0,"Excellent",9,8,1
317,49,"Research & Development",1,"College",1,"Female","Healthcare Representative","High","Single",13964,167568,7,"Excellent",25,7,0
318,52,"Research & Development",8,"Master",1,"Male","Research Scientist","Medium","Married",4941,59292,2,"Excellent",11,8,7
319,27,"Research & Development",5,"Bachelor",1,"Female","Research Scientist","Medium","Single",2478,29736,1,"Excellent",4,4,1
320,32,"Sales",8,"College",1,"Female","Sales Executive","Medium","Married",5228,62736,1,"Excellent",13,13,11
321,27,"Sales",2,"Bachelor",1,"Male","Sales Executive","High","Single",4478,53736,1,"Excellent",5,5,0
322,31,"Sales",7,"Bachelor",1,"Male","Sales Executive","Very High","Divorced",7547,90564,4,"Excellent",13,7,1
323,32,"Research & Development",2,"Master",1,"Female","Research Scientist","Very High","Single",5055,60660,7,"Excellent",10,7,0
324,28,"Research & Development",2,"Master",1,"Male","Research Scientist","Very High","Married",3464,41568,5,"Excellent",5,3,2
325,30,"Research & Development",28,"College",1,"Female","Research Scientist","Very High","Married",5775,69300,1,"Excellent",11,10,1
326,31,"Research & Development",7,"College",1,"Female","Manufacturing Director","High","Married",8943,107316,1,"Outstanding",10,10,8
327,39,"Research & Development",7,"College",1,"Male","Manager","Very High","Married",19272,231264,1,"Excellent",21,21,13
328,39,"Sales",3,"College",1,"Female","Sales Executive","High","Married",5238,62856,4,"Excellent",12,1,0
329,33,"Sales",10,"Bachelor",1,"Male","Sales Executive","Very High","Single",4682,56184,3,"Excellent",9,7,0
330,47,"Research & Development",5,"Doctor",1,"Male","Research Director","High","Married",18300,219600,4,"Excellent",21,3,1
331,43,"Research & Development",10,"Master",1,"Female","Laboratory Technician","High","Divorced",5257,63084,1,"Excellent",9,9,0
333,54,"Research & Development",20,"Master",1,"Female","Research Scientist","High","Single",4869,58428,3,"Excellent",20,4,0
334,43,"Research & Development",7,"Bachelor",1,"Female","Healthcare Representative","Low","Married",9985,119820,8,"Excellent",10,1,0
335,45,"Research & Development",8,"Master",1,"Male","Research Scientist","Very High","Married",3697,44364,9,"Excellent",12,10,9
336,40,"Sales",1,"College",1,"Male","Sales Executive","Very High","Married",7457,89484,2,"Outstanding",6,4,0
337,29,"Research & Development",8,"Master",1,"Male","Laboratory Technician","Low","Married",2119,25428,1,"Excellent",7,7,0
338,29,"Research & Development",9,"Doctor",1,"Male","Laboratory Technician","Very High","Single",3983,47796,0,"Excellent",4,3,2
339,30,"Sales",5,"Bachelor",1,"Female","Sales Executive","High","Divorced",6118,73416,1,"Excellent",10,10,1
340,27,"Sales",8,"Master",1,"Female","Sales Executive","Medium","Married",6214,74568,1,"Excellent",8,8,0
341,37,"Research & Development",5,"College",1,"Male","Manufacturing Director","Very High","Divorced",6347,76164,7,"Excellent",8,6,0
342,38,"Research & Development",15,"College",1,"Male","Research Director","Very High","Divorced",11510,138120,0,"Excellent",12,11,2
343,31,"Research & Development",7,"Master",1,"Female","Manufacturing Director","Very High","Single",7143,85716,1,"Excellent",11,11,4
345,35,"Research & Development",5,"Master",1,"Male","Manufacturing Director","Medium","Single",8095,97140,0,"Excellent",17,16,0
347,41,"Research & Development",6,"Bachelor",1,"Male","Manufacturing Director","Medium","Single",6032,72384,6,"Excellent",8,5,1
349,42,"Research & Development",23,"Doctor",1,"Female","Research Director","Very High","Single",15992,191904,2,"Excellent",16,1,0
350,29,"Sales",2,"Bachelor",1,"Male","Sales Executive","High","Married",4649,55788,1,"Excellent",4,4,0
352,32,"Research & Development",2,"Bachelor",1,"Female","Laboratory Technician","Medium","Married",2370,28440,1,"Excellent",8,8,0
354,37,"Research & Development",6,"Bachelor",1,"Male","Research Scientist","Low","Divorced",5974,71688,4,"Excellent",13,7,6
355,30,"Sales",25,"College",1,"Female","Sales Executive","High","Married",4736,56832,7,"Excellent",4,2,2
356,26,"Sales",1,"Bachelor",1,"Male","Sales Executive","High","Married",5296,63552,1,"Excellent",8,8,7
357,42,"Research & Development",2,"Master",1,"Male","Healthcare Representative","Very High","Single",6781,81372,3,"Outstanding",14,1,0
359,36,"Sales",1,"Doctor",1,"Female","Sales Executive","Very High","Single",6653,79836,4,"Excellent",7,1,0
360,36,"Sales",3,"Master",1,"Male","Sales Executive","Very High","Married",9699,116388,4,"Excellent",16,13,1
361,57,"Research & Development",1,"Master",1,"Male","Healthcare Representative","High","Married",6755,81060,2,"Excellent",15,3,1
362,40,"Research & Development",10,"Master",1,"Female","Laboratory Technician","High","Married",2213,26556,3,"Excellent",10,7,1
363,21,"Sales",9,"College",1,"Male","Sales Representative","Very High","Single",2610,31320,1,"Outstanding",3,3,2
364,33,"Sales",5,"Bachelor",1,"Female","Sales Representative","High","Single",2851,34212,1,"Excellent",1,1,0
365,37,"Research & Development",10,"Bachelor",1,"Female","Laboratory Technician","Low","Married",3452,41424,6,"Outstanding",17,5,0
366,46,"Research & Development",7,"Master",1,"Female","Manufacturing Director","High","Married",5258,63096,2,"Excellent",7,1,0
367,41,"Sales",4,"Bachelor",1,"Male","Sales Executive","Medium","Single",9355,112260,1,"Excellent",8,8,7
368,50,"Research & Development",10,"Bachelor",1,"Male","Healthcare Representative","Very High","Single",10496,125952,6,"Excellent",20,4,1
369,40,"Sales",22,"College",1,"Male","Sales Executive","High","Married",6380,76560,2,"Excellent",8,6,1
370,31,"Research & Development",9,"Master",1,"Male","Research Scientist","Medium","Single",2657,31884,0,"Excellent",3,2,2
371,21,"Sales",12,"Bachelor",1,"Female","Sales Representative","Medium","Single",2716,32592,1,"Excellent",1,1,0
372,29,"Research & Development",23,"Bachelor",1,"Male","Research Scientist","Very High","Single",2201,26412,9,"Excellent",6,3,1
373,35,"Research & Development",9,"Master",1,"Male","Healthcare Representative","Medium","Single",6540,78480,9,"Excellent",10,1,0
374,27,"Research & Development",1,"College",1,"Male","Laboratory Technician","Medium","Divorced",3816,45792,1,"Excellent",5,5,0
375,28,"Sales",9,"Master",1,"Male","Sales Executive","Very High","Single",5253,63036,1,"Excellent",7,7,0
376,49,"Research & Development",7,"Bachelor",1,"Male","Healthcare Representative","High","Single",10965,131580,8,"Outstanding",26,5,0
377,51,"Sales",14,"College",1,"Female","Sales Executive","Very High","Married",4936,59232,4,"Excellent",18,7,0
378,36,"Research & Development",2,"Bachelor",1,"Female","Research Scientist","High","Married",2543,30516,4,"Excellent",6,2,2
379,34,"Sales",19,"Bachelor",1,"Male","Sales Executive","Very High","Single",5304,63648,8,"Excellent",9,5,0
380,55,"Research & Development",2,"Bachelor",1,"Female","Manager","Very High","Single",16659,199908,2,"Excellent",30,5,1
381,24,"Sales",10,"Master",1,"Female","Sales Executive","High","Divorced",4260,51120,1,"Excellent",5,5,0
384,22,"Research & Development",11,"Bachelor",1,"Female","Research Scientist","Medium","Married",2244,26928,1,"Excellent",2,2,1
385,36,"Sales",2,"College",1,"Male","Sales Executive","High","Married",7596,91152,1,"Excellent",10,10,9
386,30,"Research & Development",4,"Bachelor",1,"Male","Research Scientist","Very High","Single",2285,27420,9,"Outstanding",3,1,0
387,37,"Research & Development",14,"Bachelor",1,"Female","Laboratory Technician","Low","Divorced",3034,36408,1,"Excellent",18,18,12
388,40,"Sales",2,"College",1,"Female","Sales Executive","Medium","Divorced",5715,68580,7,"Excellent",8,5,1
389,42,"Research & Development",1,"Master",1,"Female","Laboratory Technician","Low","Divorced",2576,30912,3,"Excellent",8,5,1
390,37,"Research & Development",10,"Master",1,"Male","Manufacturing Director","Medium","Single",4197,50364,2,"Excellent",18,1,0
391,43,"Research & Development",12,"Bachelor",1,"Male","Research Director","Medium","Divorced",14336,172032,1,"Excellent",25,25,3
392,40,"Research & Development",2,"Bachelor",1,"Female","Laboratory Technician","High","Married",3448,41376,6,"Outstanding",20,1,0
393,54,"Research & Development",5,"College",1,"Male","Research Director","Low","Married",19406,232872,4,"Excellent",24,4,1
394,34,"Sales",4,"Master",1,"Female","Sales Executive","High","Married",6538,78456,9,"Excellent",6,3,1
395,31,"Research & Development",7,"College",1,"Female","Manufacturing Director","Low","Married",4306,51672,1,"Excellent",13,13,3
396,43,"Research & Development",21,"Bachelor",1,"Male","Laboratory Technician","Very High","Married",2258,27096,7,"Outstanding",8,3,1
397,43,"Research & Development",8,"Master",1,"Female","Healthcare Representative","High","Divorced",4522,54264,4,"Excellent",8,5,0
398,25,"Sales",4,"College",1,"Female","Sales Executive","Very High","Single",4487,53844,1,"Excellent",5,5,1
399,37,"Research & Development",25,"Doctor",1,"Female","Research Scientist","High","Married",4449,53388,3,"Excellent",15,13,10
400,31,"Research & Development",1,"College",1,"Male","Laboratory Technician","Low","Married",2218,26616,1,"Excellent",4,4,3
402,56,"Sales",6,"Bachelor",1,"Female","Sales Executive","Low","Married",13212,158544,9,"Excellent",36,7,7
403,30,"Sales",12,"Bachelor",1,"Female","Sales Executive","High","Single",6577,78924,0,"Excellent",6,5,4
404,41,"Sales",1,"Bachelor",1,"Male","Sales Executive","Low","Married",8392,100704,1,"Excellent",10,10,0
405,28,"Research & Development",17,"College",1,"Male","Laboratory Technician","Low","Divorced",4558,54696,1,"Excellent",10,10,1
406,25,"Research & Development",3,"Bachelor",1,"Male","Laboratory Technician","Low","Married",4031,48372,5,"Excellent",6,2,0
407,52,"Research & Development",3,"Bachelor",1,"Male","Manufacturing Director","High","Married",7969,95628,2,"Excellent",28,5,0
408,45,"Research & Development",10,"College",1,"Male","Research Scientist","Very High","Married",2654,31848,3,"Outstanding",8,2,0
409,52,"Research & Development",4,"College",1,"Female","Manager","Very High","Married",16555,198660,2,"Excellent",31,5,1
410,42,"Research & Development",29,"College",1,"Female","Research Scientist","High","Divorced",4556,54672,2,"Excellent",19,5,0
411,30,"Research & Development",2,"Bachelor",1,"Female","Manufacturing Director","Very High","Single",6091,73092,2,"Outstanding",11,5,0
412,60,"Research & Development",7,"Bachelor",1,"Female","Manager","Low","Married",19566,234792,5,"Excellent",33,29,11
413,46,"Research & Development",18,"Bachelor",1,"Female","Manufacturing Director","High","Divorced",4810,57720,2,"Excellent",19,10,0
414,42,"Research & Development",28,"Master",1,"Female","Healthcare Representative","Very High","Married",4523,54276,0,"Excellent",7,6,0
416,34,"Sales",6,"College",1,"Female","Sales Representative","High","Divorced",2351,28212,0,"Excellent",3,2,1
417,38,"Research & Development",2,"College",1,"Male","Laboratory Technician","Very High","Married",1702,20424,1,"Outstanding",1,1,0
418,40,"Sales",2,"Master",1,"Female","Manager","High","Married",18041,216492,0,"Excellent",21,20,1
419,26,"Research & Development",23,"Bachelor",1,"Female","Research Scientist","Very High","Divorced",2886,34632,1,"Outstanding",3,3,0
420,30,"Research & Development",3,"Bachelor",1,"Male","Laboratory Technician","Very High","Married",2097,25164,4,"Excellent",9,5,1
421,29,"Research & Development",3,"Master",1,"Male","Research Director","High","Married",11935,143220,1,"Excellent",10,10,0
422,29,"Research & Development",25,"Doctor",1,"Female","Research Scientist","Medium","Married",2546,30552,5,"Excellent",6,2,1
423,19,"Human Resources",2,"College",1,"Male","Human Resources","Very High","Single",2564,30768,1,"Excellent",1,1,0
424,30,"Sales",22,"Master",1,"Female","Sales Executive","Low","Married",8412,100944,0,"Excellent",10,9,7
425,57,"Sales",29,"Bachelor",1,"Male","Manager","Very High","Divorced",14118,169416,3,"Excellent",32,1,0
426,50,"Research & Development",29,"Master",1,"Male","Manager","High","Married",17046,204552,0,"Excellent",28,27,15
427,30,"Research & Development",2,"Bachelor",1,"Female","Laboratory Technician","Very High","Single",2564,30768,0,"Excellent",12,11,6
428,60,"Sales",28,"Bachelor",1,"Female","Sales Executive","Low","Married",10266,123192,4,"Excellent",22,18,13
429,47,"Research & Development",2,"College",1,"Female","Manufacturing Director","Very High","Divorced",5070,60840,5,"Excellent",20,5,0
430,46,"Research & Development",2,"Bachelor",1,"Male","Research Director","High","Married",17861,214332,6,"Excellent",26,3,0
431,35,"Research & Development",22,"Bachelor",1,"Male","Laboratory Technician","High","Single",4230,50760,0,"Excellent",6,5,4
432,54,"Research & Development",8,"Master",1,"Female","Laboratory Technician","High","Single",3780,45360,7,"Excellent",19,1,0
433,34,"Research & Development",2,"Master",1,"Male","Research Scientist","High","Divorced",2768,33216,3,"Excellent",14,7,5
434,46,"Sales",10,"Bachelor",1,"Female","Sales Executive","Very High","Married",9071,108852,2,"Excellent",15,3,1
439,35,"Research & Development",16,"Bachelor",1,"Male","Healthcare Representative","High","Married",7632,91584,4,"Excellent",10,8,0
440,31,"Research & Development",20,"Bachelor",1,"Male","Healthcare Representative","High","Married",9824,117888,3,"Excellent",12,1,0
441,34,"Human Resources",23,"Bachelor",1,"Female","Human Resources","Low","Divorced",9950,119400,9,"Excellent",11,3,0
442,42,"Research & Development",5,"College",1,"Male","Laboratory Technician","High","Married",2093,25116,4,"Excellent",8,2,2
443,36,"Sales",10,"Master",1,"Male","Sales Executive","Very High","Single",9980,119760,1,"Excellent",10,10,9
445,48,"Sales",2,"Doctor",1,"Female","Sales Executive","Very High","Married",4051,48612,2,"Excellent",14,9,6
446,55,"Sales",18,"Doctor",1,"Female","Manager","Medium","Single",16835,202020,3,"Outstanding",37,10,7
447,41,"Sales",10,"College",1,"Male","Sales Executive","Very High","Single",6230,74760,7,"Excellent",16,14,1
448,35,"Sales",1,"Bachelor",1,"Male","Sales Executive","High","Married",4717,56604,9,"Excellent",15,11,6
449,40,"Research & Development",6,"Bachelor",1,"Female","Manufacturing Director","High","Single",13237,158844,7,"Excellent",22,20,5
452,42,"Research & Development",24,"Bachelor",1,"Male","Manufacturing Director","Low","Married",7406,88872,1,"Outstanding",10,10,5
453,45,"Sales",2,"Bachelor",1,"Male","Sales Executive","Medium","Married",4805,57660,0,"Excellent",9,8,3
454,26,"Human Resources",17,"Master",1,"Female","Human Resources","High","Divorced",2741,32892,0,"Excellent",8,7,1
455,29,"Research & Development",19,"Bachelor",1,"Male","Manufacturing Director","Very High","Divorced",4262,51144,4,"Excellent",8,3,1
456,33,"Research & Development",1,"Doctor",1,"Female","Research Director","High","Divorced",16184,194208,4,"Excellent",10,6,0
457,31,"Sales",7,"Bachelor",1,"Male","Manager","Very High","Divorced",11557,138684,9,"Outstanding",10,5,0
458,18,"Sales",5,"Bachelor",1,"Male","Sales Representative","Medium","Single",1878,22536,1,"Excellent",0,0,0
459,40,"Sales",28,"Bachelor",1,"Male","Sales Executive","Low","Divorced",10932,131184,3,"Excellent",20,1,0
460,41,"Research & Development",2,"Master",1,"Female","Healthcare Representative","High","Single",6811,81732,2,"Excellent",10,8,0
461,26,"Sales",29,"College",1,"Male","Sales Executive","High","Divorced",4306,51672,5,"Excellent",8,0,0
462,35,"Sales",1,"Bachelor",1,"Female","Sales Executive","High","Single",4859,58308,1,"Excellent",5,5,0
463,34,"Sales",21,"Master",1,"Male","Sales Executive","Very High","Single",5337,64044,1,"Excellent",10,10,5
464,26,"Research & Development",24,"Bachelor",1,"Male","Laboratory Technician","Very High","Single",2340,28080,1,"Excellent",1,1,0
465,37,"Research & Development",1,"Bachelor",1,"Female","Manufacturing Director","Very High","Single",7491,89892,4,"Excellent",12,6,1
467,41,"Sales",2,"Doctor",1,"Female","Manager","Low","Married",16595,199140,7,"Excellent",22,18,11
468,37,"Sales",9,"Master",1,"Male","Sales Executive","Medium","Divorced",8834,106008,1,"Excellent",9,9,7
469,52,"Research & Development",6,"College",1,"Male","Research Scientist","Low","Divorced",5577,66924,3,"Excellent",18,10,6
470,32,"Sales",11,"Master",1,"Male","Sales Executive","High","Married",4707,56484,8,"Excellent",6,4,1
471,24,"Sales",24,"Bachelor",1,"Male","Sales Representative","Very High","Married",2400,28800,0,"Excellent",3,2,2
472,38,"Research & Development",10,"Bachelor",1,"Female","Healthcare Representative","High","Married",9824,117888,3,"Excellent",18,1,0
473,37,"Research & Development",1,"Master",1,"Female","Manufacturing Director","Medium","Married",6447,77364,6,"Excellent",8,6,4
474,49,"Research & Development",18,"Master",1,"Male","Research Director","High","Divorced",19502,234024,1,"Excellent",31,31,0
475,24,"Research & Development",23,"Bachelor",1,"Male","Research Scientist","Very High","Married",2725,32700,1,"Excellent",6,6,1
476,26,"Sales",28,"College",1,"Male","Sales Executive","Medium","Married",6272,75264,1,"Outstanding",6,5,1
477,24,"Research & Development",17,"College",1,"Male","Laboratory Technician","Medium","Married",2127,25524,1,"Outstanding",1,1,0
478,50,"Human Resources",3,"Bachelor",1,"Male","Manager","Medium","Married",18200,218400,1,"Excellent",32,32,10
480,24,"Research & Development",7,"Bachelor",1,"Female","Laboratory Technician","High","Married",2886,34632,1,"Excellent",6,6,1
481,30,"Sales",12,"Master",1,"Male","Sales Representative","Low","Married",2033,24396,1,"Excellent",1,1,0
482,34,"Research & Development",1,"College",1,"Male","Research Scientist","Very High","Married",3622,43464,1,"Excellent",6,6,1
483,31,"Sales",13,"Master",1,"Male","Sales Executive","Low","Divorced",4233,50796,2,"Excellent",9,3,1
484,35,"Research & Development",25,"College",1,"Male","Laboratory Technician","Very High","Single",3681,44172,4,"Excellent",9,3,0
485,31,"Sales",6,"Master",1,"Male","Sales Executive","Very High","Divorced",5460,65520,4,"Outstanding",13,7,5
486,27,"Research & Development",6,"Master",1,"Female","Research Scientist","High","Divorced",2187,26244,0,"Excellent",6,5,0
487,37,"Sales",2,"Bachelor",1,"Male","Sales Executive","High","Married",9602,115224,4,"Excellent",17,3,1
488,20,"Research & Development",1,"Bachelor",1,"Female","Research Scientist","Medium","Single",2836,34032,1,"Excellent",1,1,0
489,42,"Research & Development",2,"Master",1,"Female","Healthcare Representative","Very High","Married",4089,49068,1,"Excellent",10,10,2
490,43,"Research & Development",6,"Master",1,"Male","Research Director","Very High","Divorced",16627,199524,4,"Excellent",21,1,0
492,43,"Research & Development",9,"Doctor",1,"Male","Laboratory Technician","High","Divorced",5679,68148,3,"Excellent",10,8,4
493,48,"Research & Development",1,"Master",1,"Female","Manager","Low","Married",15402,184824,7,"Excellent",21,3,0
494,44,"Human Resources",1,"Master",1,"Female","Human Resources","High","Single",5985,71820,4,"Excellent",10,2,0
495,34,"Sales",14,"Bachelor",1,"Female","Sales Representative","High","Divorced",2579,30948,1,"Excellent",8,8,0
498,44,"Research & Development",3,"Master",1,"Male","Manager","Very High","Married",19513,234156,4,"Excellent",26,2,0
500,33,"Sales",8,"Master",1,"Male","Sales Executive","High","Divorced",7104,85248,0,"Excellent",6,5,1
501,32,"Research & Development",9,"Master",1,"Female","Research Scientist","Very High","Married",6322,75864,1,"Excellent",6,6,0
502,30,"Research & Development",3,"Bachelor",1,"Female","Research Scientist","High","Divorced",2083,24996,1,"Outstanding",1,1,0
504,34,"Research & Development",1,"Doctor",1,"Male","Research Scientist","Very High","Married",2691,32292,1,"Excellent",10,10,8
505,45,"Sales",26,"Master",1,"Female","Sales Executive","Low","Married",4286,51432,2,"Excellent",5,1,0
506,26,"Research & Development",6,"Bachelor",1,"Female","Laboratory Technician","Very High","Married",2659,31908,1,"Excellent",3,3,0
507,37,"Research & Development",3,"Bachelor",1,"Male","Manufacturing Director","High","Married",9434,113208,1,"Excellent",10,10,7
508,29,"Sales",3,"College",1,"Female","Sales Executive","High","Married",5561,66732,1,"Excellent",6,6,1
509,35,"Research & Development",6,"Master",1,"Male","Research Scientist","Very High","Single",6646,79752,1,"Excellent",17,17,11
510,33,"Research & Development",6,"Bachelor",1,"Male","Healthcare Representative","Very High","Divorced",7725,92700,3,"Outstanding",15,13,4
511,54,"Human Resources",19,"Master",1,"Male","Human Resources","Medium","Married",10725,128700,2,"Excellent",16,9,7
512,36,"Research & Development",9,"College",1,"Male","Manufacturing Director","Medium","Divorced",8847,106164,2,"Excellent",13,3,0
513,27,"Research & Development",3,"Master",1,"Male","Research Scientist","Very High","Single",2045,24540,0,"Excellent",5,4,1
515,33,"Research & Development",3,"Bachelor",1,"Male","Research Scientist","Low","Single",3348,40176,1,"Excellent",10,10,9
516,35,"Research & Development",3,"Bachelor",1,"Male","Laboratory Technician","High","Married",1281,15372,1,"Excellent",1,1,0
517,23,"Research & Development",4,"Bachelor",1,"Male","Research Scientist","Low","Married",2819,33828,2,"Excellent",5,3,0
518,25,"Sales",8,"Bachelor",1,"Male","Sales Executive","Medium","Married",4851,58212,0,"Outstanding",4,3,1
519,38,"Sales",7,"Master",1,"Female","Sales Executive","Very High","Single",4028,48336,0,"Outstanding",8,7,0
520,29,"Research & Development",1,"Master",1,"Male","Research Scientist","Very High","Divorced",2720,32640,1,"Excellent",10,10,2
523,37,"Research & Development",10,"College",1,"Male","Research Scientist","Very High","Single",4680,56160,3,"Excellent",4,1,0
525,34,"Research & Development",9,"Bachelor",1,"Female","Healthcare Representative","Medium","Single",8621,103452,1,"Excellent",9,8,7
526,24,"Sales",3,"College",1,"Female","Sales Executive","High","Single",4577,54924,9,"Excellent",4,2,2
527,39,"Research & Development",2,"Master",1,"Female","Healthcare Representative","High","Single",4553,54636,1,"Excellent",20,20,11
528,32,"Sales",10,"Bachelor",1,"Male","Sales Executive","Very High","Single",5396,64752,1,"Excellent",10,10,0
529,50,"Sales",8,"College",1,"Male","Sales Executive","High","Married",6796,81552,3,"Excellent",18,4,1
530,38,"Research & Development",1,"Master",1,"Female","Healthcare Representative","Very High","Single",7625,91500,0,"Excellent",10,9,1
531,27,"Research & Development",1,"College",1,"Female","Manufacturing Director","Low","Married",7412,88944,1,"Excellent",9,9,0
532,32,"Research & Development",3,"College",1,"Female","Research Director","Very High","Single",11159,133908,3,"Excellent",10,7,7
533,47,"Sales",14,"Master",1,"Male","Sales Executive","Low","Single",4960,59520,2,"Excellent",20,7,1
534,40,"Sales",5,"Master",1,"Male","Sales Executive","Low","Married",10475,125700,5,"Outstanding",20,18,1
535,53,"Research & Development",7,"Bachelor",1,"Male","Research Director","High","Married",14814,177768,3,"Excellent",32,5,1
536,41,"Human Resources",10,"Master",1,"Male","Manager","Very High","Divorced",19141,229692,3,"Excellent",23,21,12
537,60,"Sales",16,"Master",1,"Male","Sales Executive","Low","Single",5405,64860,8,"Excellent",10,2,2
538,27,"Research & Development",10,"College",1,"Male","Manufacturing Director","Low","Divorced",8793,105516,1,"Outstanding",9,9,1
539,41,"Human Resources",1,"Bachelor",1,"Male","Manager","High","Married",19189,230268,1,"Excellent",22,22,2
540,50,"Sales",8,"Master",1,"Male","Sales Representative","Medium","Married",3875,46500,7,"Excellent",4,2,2
541,28,"Research & Development",1,"College",1,"Female","Research Scientist","Medium","Single",2216,26592,7,"Excellent",10,7,3
542,36,"Research & Development",8,"Bachelor",1,"Female","Research Director","Low","Married",11713,140556,9,"Excellent",10,8,0
543,38,"Research & Development",1,"Bachelor",1,"Female","Manufacturing Director","High","Single",7861,94332,4,"Excellent",10,1,0
