id,age,department,distance_from_home,education,employee_count,gender,job_role,job_satisfaction,marital_status,monthly_income,num_companies_worked,performance_rating,total_working_years,years_at_company,years_since_last_promotion,yearly_income
291,49,Research & Development,10,Master,1,Female,Research Director,Low,Single,18665,9,Excellent,22,3,1,223980
292,36,Research & Development,3,Bachelor,1,Male,Research Scientist,Medium,Single,4485,4,Excellent,10,8,7,53820
293,31,Sales,5,Bachelor,1,Female,Sales Representative,Medium,Divorced,2789,1,Excellent,2,2,2,33468
294,26,Sales,4,Master,1,Male,Sales Executive,Very High,Single,5828,1,Excellent,8,8,7,69936
295,37,Research & Development,9,Bachelor,1,Male,Research Scientist,Very High,Married,2326,1,Excellent,4,4,1,27912
296,42,Sales,26,Bachelor,1,Female,Sales Executive,Medium,Married,13525,5,Excellent,23,20,4,162300
297,18,Research & Development,3,Bachelor,1,Male,Laboratory Technician,High,Single,1420,1,Excellent,0,0,0,17040
298,35,Sales,16,Bachelor,1,Male,Sales Executive,Medium,Married,8020,0,Excellent,12,11,6,96240
299,36,Research & Development,18,Master,1,Male,Laboratory Technician,Very High,Married,3688,4,Excellent,4,1,0,44256
300,51,Research & Development,2,Bachelor,1,Male,Manufacturing Director,Medium,Divorced,5482,5,Excellent,13,4,1,65784
301,41,Sales,2,Master,1,Male,Manager,Medium,Single,16015,1,Excellent,22,22,0,192180
302,18,Sales,10,Bachelor,1,Female,Sales Representative,High,Single,1200,1,Excellent,0,0,0,14400
303,28,Research & Development,16,College,1,Male,Healthcare Representative,Low,Single,5661,0,Excellent,9,8,0,67932
304,31,Sales,7,Bachelor,1,Male,Sales Executive,Very High,Married,6929,4,Excellent,10,8,7,83148
305,39,Research & Development,1,Bachelor,1,Male,Healthcare Representative,Very High,Divorced,9613,0,Excellent,19,18,3,115356
306,36,Research & Development,24,Master,1,Female,Laboratory Technician,Medium,Married,5674,7,Excellent,11,9,0,68088
307,32,Sales,7,Bachelor,1,Male,Sales Executive,High,Married,5484,1,Excellent,13,13,4,65808
308,38,Research & Development,25,College,1,Female,Research Director,Medium,Married,12061,3,Excellent,19,10,0,144732
309,58,Research & Development,1,Master,1,Male,Healthcare Representative,High,Divorced,5660,2,Excellent,12,5,1,67920
310,31,Research & Development,5,Master,1,Male,Research Scientist,Very High,Married,4821,0,Excellent,6,5,0,57852
311,31,Human Resources,2,Bachelor,1,Male,Human Resources,Low,Married,6410,3,Excellent,9,2,1,76920
312,45,Research & Development,7,Bachelor,1,Male,Laboratory Technician,Low,Divorced,5210,1,Excellent,24,24,9,62520
313,31,Research & Development,2,Master,1,Male,Research Scientist,Very High,Divorced,2695,0,Excellent,3,2,2,32340
314,33,Research & Development,5,Master,1,Female,Manager,Medium,Married,11878,6,Excellent,12,10,8,142536
316,43,Research & Development,10,Master,1,Female,Laboratory Technician,Very High,Single,2455,0,Excellent,9,8,1,29460
317,49,Research & Development,1,College,1,Female,Healthcare Representative,High,Single,13964,7,Excellent,25,7,0,167568
318,52,Research & Development,8,Master,1,Male,Research Scientist,Medium,Married,4941,2,Excellent,11,8,7,59292
319,27,Research & Development,5,Bachelor,1,Female,Research Scientist,Medium,Single,2478,1,Excellent,4,4,1,29736
320,32,Sales,8,College,1,Female,Sales Executive,Medium,Married,5228,1,Excellent,13,13,11,62736
321,27,Sales,2,Bachelor,1,Male,Sales Executive,High,Single,4478,1,Excellent,5,5,0,53736
322,31,Sales,7,Bachelor,1,Male,Sales Executive,Very High,Divorced,7547,4,Excellent,13,7,1,90564
323,32,Research & Development,2,Master,1,Female,Research Scientist,Very High,Single,5055,7,Excellent,10,7,0,60660
324,28,Research & Development,2,Master,1,Male,Research Scientist,Very High,Married,3464,5,Excellent,5,3,2,41568
325,30,Research & Development,28,College,1,Female,Research Scientist,Very High,Married,5775,1,Excellent,11,10,1,69300
326,31,Research & Development,7,College,1,Female,Manufacturing Director,High,Married,8943,1,Outstanding,10,10,8,107316
327,39,Research & Development,7,College,1,Male,Manager,Very High,Married,19272,1,Excellent,21,21,13,231264
328,39,Sales,3,College,1,Female,Sales Executive,High,Married,5238,4,Excellent,12,1,0,62856
329,33,Sales,10,Bachelor,1,Male,Sales Executive,Very High,Single,4682,3,Excellent,9,7,0,56184
330,47,Research & Development,5,Doctor,1,Male,Research Director,High,Married,18300,4,Excellent,21,3,1,219600
331,43,Research & Development,10,Master,1,Female,Laboratory Technician,High,Divorced,5257,1,Excellent,9,9,0,63084
333,54,Research & Development,20,Master,1,Female,Research Scientist,High,Single,4869,3,Excellent,20,4,0,58428
334,43,Research & Development,7,Bachelor,1,Female,Healthcare Representative,Low,Married,9985,8,Excellent,10,1,0,119820
335,45,Research & Development,8,Master,1,Male,Research Scientist,Very High,Married,3697,9,Excellent,12,10,9,44364
336,40,Sales,1,College,1,Male,Sales Executive,Very High,Married,7457,2,Outstanding,6,4,0,89484
337,29,Research & Development,8,Master,1,Male,Laboratory Technician,Low,Married,2119,1,Excellent,7,7,0,25428
338,29,Research & Development,9,Doctor,1,Male,Laboratory Technician,Very High,Single,3983,0,Excellent,4,3,2,47796
339,30,Sales,5,Bachelor,1,Female,Sales Executive,High,Divorced,6118,1,Excellent,10,10,1,73416
340,27,Sales,8,Master,1,Female,Sales Executive,Medium,Married,6214,1,Excellent,8,8,0,74568
341,37,Research & Development,5,College,1,Male,Manufacturing Director,Very High,Divorced,6347,7,Excellent,8,6,0,76164
342,38,Research & Development,15,College,1,Male,Research Director,Very High,Divorced,11510,0,Excellent,12,11,2,138120
343,31,Research & Development,7,Master,1,Female,Manufacturing Director,Very High,Single,7143,1,Excellent,11,11,4,85716
345,35,Research & Development,5,Master,1,Male,Manufacturing Director,Medium,Single,8095,0,Excellent,17,16,0,97140
347,41,Research & Development,6,Bachelor,1,Male,Manufacturing Director,Medium,Single,6032,6,Excellent,8,5,1,72384
349,42,Research & Development,23,Doctor,1,Female,Research Director,Very High,Single,15992,2,Excellent,16,1,0,191904
350,29,Sales,2,Bachelor,1,Male,Sales Executive,High,Married,4649,1,Excellent,4,4,0,55788
352,32,Research & Development,2,Bachelor,1,Female,Laboratory Technician,Medium,Married,2370,1,Excellent,8,8,0,28440
354,37,Research & Development,6,Bachelor,1,Male,Research Scientist,Low,Divorced,5974,4,Excellent,13,7,6,71688
355,30,Sales,25,College,1,Female,Sales Executive,High,Married,4736,7,Excellent,4,2,2,56832
356,26,Sales,1,Bachelor,1,Male,Sales Executive,High,Married,5296,1,Excellent,8,8,7,63552
357,42,Research & Development,2,Master,1,Male,Healthcare Representative,Very High,Single,6781,3,Outstanding,14,1,0,81372
359,36,Sales,1,Doctor,1,Female,Sales Executive,Very High,Single,6653,4,Excellent,7,1,0,79836
360,36,Sales,3,Master,1,Male,Sales Executive,Very High,Married,9699,4,Excellent,16,13,1,116388
361,57,Research & Development,1,Master,1,Male,Healthcare Representative,High,Married,6755,2,Excellent,15,3,1,81060
362,40,Research & Development,10,Master,1,Female,Laboratory Technician,High,Married,2213,3,Excellent,10,7,1,26556
363,21,Sales,9,College,1,Male,Sales Representative,Very High,Single,2610,1,Outstanding,3,3,2,31320
364,33,Sales,5,Bachelor,1,Female,Sales Representative,High,Single,2851,1,Excellent,1,1,0,34212
365,37,Research & Development,10,Bachelor,1,Female,Laboratory Technician,Low,Married,3452,6,Outstanding,17,5,0,41424
366,46,Research & Development,7,Master,1,Female,Manufacturing Director,High,Married,5258,2,Excellent,7,1,0,63096
367,41,Sales,4,Bachelor,1,Male,Sales Executive,Medium,Single,9355,1,Excellent,8,8,7,112260
368,50,Research & Development,10,Bachelor,1,Male,Healthcare Representative,Very High,Single,10496,6,Excellent,20,4,1,125952
369,40,Sales,22,College,1,Male,Sales Executive,High,Married,6380,2,Excellent,8,6,1,76560
370,31,Research & Development,9,Master,1,Male,Research Scientist,Medium,Single,2657,0,Excellent,3,2,2,31884
371,21,Sales,12,Bachelor,1,Female,Sales Representative,Medium,Single,2716,1,Excellent,1,1,0,32592
372,29,Research & Development,23,Bachelor,1,Male,Research Scientist,Very High,Single,2201,9,Excellent,6,3,1,26412
373,35,Research & Development,9,Master,1,Male,Healthcare Representative,Medium,Single,6540,9,Excellent,10,1,0,78480
374,27,Research & Development,1,College,1,Male,Laboratory Technician,Medium,Divorced,3816,1,Excellent,5,5,0,45792
375,28,Sales,9,Master,1,Male,Sales Executive,Very High,Single,5253,1,Excellent,7,7,0,63036
376,49,Research & Development,7,Bachelor,1,Male,Healthcare Representative,High,Single,10965,8,Outstanding,26,5,0,131580
377,51,Sales,14,College,1,Female,Sales Executive,Very High,Married,4936,4,Excellent,18,7,0,59232
378,36,Research & Development,2,Bachelor,1,Female,Research Scientist,High,Married,2543,4,Excellent,6,2,2,30516
379,34,Sales,19,Bachelor,1,Male,Sales Executive,Very High,Single,5304,8,Excellent,9,5,0,63648
380,55,Research & Development,2,Bachelor,1,Female,Manager,Very High,Single,16659,2,Excellent,30,5,1,199908
381,24,Sales,10,Master,1,Female,Sales Executive,High,Divorced,4260,1,Excellent,5,5,0,51120
384,22,Research & Development,11,Bachelor,1,Female,Research Scientist,Medium,Married,2244,1,Excellent,2,2,1,26928
385,36,Sales,2,College,1,Male,Sales Executive,High,Married,7596,1,Excellent,10,10,9,91152
386,30,Research & Development,4,Bachelor,1,Male,Research Scientist,Very High,Single,2285,9,Outstanding,3,1,0,27420
387,37,Research & Development,14,Bachelor,1,Female,Laboratory Technician,Low,Divorced,3034,1,Excellent,18,18,12,36408
388,40,Sales,2,College,1,Female,Sales Executive,Medium,Divorced,5715,7,Excellent,8,5,1,68580
389,42,Research & Development,1,Master,1,Female,Laboratory Technician,Low,Divorced,2576,3,Excellent,8,5,1,30912
390,37,Research & Development,10,Master,1,Male,Manufacturing Director,Medium,Single,4197,2,Excellent,18,1,0,50364
391,43,Research & Development,12,Bachelor,1,Male,Research Director,Medium,Divorced,14336,1,Excellent,25,25,3,172032
392,40,Research & Development,2,Bachelor,1,Female,Laboratory Technician,High,Married,3448,6,Outstanding,20,1,0,41376
393,54,Research & Development,5,College,1,Male,Research Director,Low,Married,19406,4,Excellent,24,4,1,232872
394,34,Sales,4,Master,1,Female,Sales Executive,High,Married,6538,9,Excellent,6,3,1,78456
395,31,Research & Development,7,College,1,Female,Manufacturing Director,Low,Married,4306,1,Excellent,13,13,3,51672
396,43,Research & Development,21,Bachelor,1,Male,Laboratory Technician,Very High,Married,2258,7,Outstanding,8,3,1,27096
397,43,Research & Development,8,Master,1,Female,Healthcare Representative,High,Divorced,4522,4,Excellent,8,5,0,54264
398,25,Sales,4,College,1,Female,Sales Executive,Very High,Single,4487,1,Excellent,5,5,1,53844
399,37,Research & Development,25,Doctor,1,Female,Research Scientist,High,Married,4449,3,Excellent,15,13,10,53388
400,31,Research & Development,1,College,1,Male,Laboratory Technician,Low,Married,2218,1,Excellent,4,4,3,26616
402,56,Sales,6,Bachelor,1,Female,Sales Executive,Low,Married,13212,9,Excellent,36,7,7,158544
403,30,Sales,12,Bachelor,1,Female,Sales Executive,High,Single,6577,0,Excellent,6,5,4,78924
404,41,Sales,1,Bachelor,1,Male,Sales Executive,Low,Married,8392,1,Excellent,10,10,0,100704
405,28,Research & Development,17,College,1,Male,Laboratory Technician,Low,Divorced,4558,1,Excellent,10,10,1,54696
406,25,Research & Development,3,Bachelor,1,Male,Laboratory Technician,Low,Married,4031,5,Excellent,6,2,0,48372
407,52,Research & Development,3,Bachelor,1,Male,Manufacturing Director,High,Married,7969,2,Excellent,28,5,0,95628
408,45,Research & Development,10,College,1,Male,Research Scientist,Very High,Married,2654,3,Outstanding,8,2,0,31848
409,52,Research & Development,4,College,1,Female,Manager,Very High,Married,16555,2,Excellent,31,5,1,198660
410,42,Research & Development,29,College,1,Female,Research Scientist,High,Divorced,4556,2,Excellent,19,5,0,54672
411,30,Research & Development,2,Bachelor,1,Female,Manufacturing Director,Very High,Single,6091,2,Outstanding,11,5,0,73092
412,60,Research & Development,7,Bachelor,1,Female,Manager,Low,Married,19566,5,Excellent,33,29,11,234792
413,46,Research & Development,18,Bachelor,1,Female,Manufacturing Director,High,Divorced,4810,2,Excellent,19,10,0,57720
414,42,Research & Development,28,Master,1,Female,Healthcare Representative,Very High,Married,4523,0,Excellent,7,6,0,54276
416,34,Sales,6,College,1,Female,Sales Representative,High,Divorced,2351,0,Excellent,3,2,1,28212
417,38,Research & Development,2,College,1,Male,Laboratory Technician,Very High,Married,1702,1,Outstanding,1,1,0,20424
418,40,Sales,2,Master,1,Female,Manager,High,Married,18041,0,Excellent,21,20,1,216492
419,26,Research & Development,23,Bachelor,1,Female,Research Scientist,Very High,Divorced,2886,1,Outstanding,3,3,0,34632
420,30,Research & Development,3,Bachelor,1,Male,Laboratory Technician,Very High,Married,2097,4,Excellent,9,5,1,25164
421,29,Research & Development,3,Master,1,Male,Research Director,High,Married,11935,1,Excellent,10,10,0,143220
422,29,Research & Development,25,Doctor,1,Female,Research Scientist,Medium,Married,2546,5,Excellent,6,2,1,30552
423,19,Human Resources,2,College,1,Male,Human Resources,Very High,Single,2564,1,Excellent,1,1,0,30768
424,30,Sales,22,Master,1,Female,Sales Executive,Low,Married,8412,0,Excellent,10,9,7,100944
425,57,Sales,29,Bachelor,1,Male,Manager,Very High,Divorced,14118,3,Excellent,32,1,0,169416
426,50,Research & Development,29,Master,1,Male,Manager,High,Married,17046,0,Excellent,28,27,15,204552
427,30,Research & Development,2,Bachelor,1,Female,Laboratory Technician,Very High,Single,2564,0,Excellent,12,11,6,30768
428,60,Sales,28,Bachelor,1,Female,Sales Executive,Low,Married,10266,4,Excellent,22,18,13,123192
429,47,Research & Development,2,College,1,Female,Manufacturing Director,Very High,Divorced,5070,5,Excellent,20,5,0,60840
430,46,Research & Development,2,Bachelor,1,Male,Research Director,High,Married,17861,6,Excellent,26,3,0,214332
431,35,Research & Development,22,Bachelor,1,Male,Laboratory Technician,High,Single,4230,0,Excellent,6,5,4,50760
432,54,Research & Development,8,Master,1,Female,Laboratory Technician,High,Single,3780,7,Excellent,19,1,0,45360
433,34,Research & Development,2,Master,1,Male,Research Scientist,High,Divorced,2768,3,Excellent,14,7,5,33216
434,46,Sales,10,Bachelor,1,Female,Sales Executive,Very High,Married,9071,2,Excellent,15,3,1,108852
439,35,Research & Development,16,Bachelor,1,Male,Healthcare Representative,High,Married,7632,4,Excellent,10,8,0,91584
440,31,Research & Development,20,Bachelor,1,Male,Healthcare Representative,High,Married,9824,3,Excellent,12,1,0,117888
441,34,Human Resources,23,Bachelor,1,Female,Human Resources,Low,Divorced,9950,9,Excellent,11,3,0,119400
442,42,Research & Development,5,College,1,Male,Laboratory Technician,High,Married,2093,4,Excellent,8,2,2,25116
443,36,Sales,10,Master,1,Male,Sales Executive,Very High,Single,9980,1,Excellent,10,10,9,119760
445,48,Sales,2,Doctor,1,Female,Sales Executive,Very High,Married,4051,2,Excellent,14,9,6,48612
446,55,Sales,18,Doctor,1,Female,Manager,Medium,Single,16835,3,Outstanding,37,10,7,202020
447,41,Sales,10,College,1,Male,Sales Executive,Very High,Single,6230,7,Excellent,16,14,1,74760
448,35,Sales,1,Bachelor,1,Male,Sales Executive,High,Married,4717,9,Excellent,15,11,6,56604
449,40,Research & Development,6,Bachelor,1,Female,Manufacturing Director,High,Single,13237,7,Excellent,22,20,5,158844
452,42,Research & Development,24,Bachelor,1,Male,Manufacturing Director,Low,Married,7406,1,Outstanding,10,10,5,88872
453,45,Sales,2,Bachelor,1,Male,Sales Executive,Medium,Married,4805,0,Excellent,9,8,3,57660
454,26,Human Resources,17,Master,1,Female,Human Resources,High,Divorced,2741,0,Excellent,8,7,1,32892
455,29,Research & Development,19,Bachelor,1,Male,Manufacturing Director,Very High,Divorced,4262,4,Excellent,8,3,1,51144
456,33,Research & Development,1,Doctor,1,Female,Research Director,High,Divorced,16184,4,Excellent,10,6,0,194208
457,31,Sales,7,Bachelor,1,Male,Manager,Very High,Divorced,11557,9,Outstanding,10,5,0,138684
458,18,Sales,5,Bachelor,1,Male,Sales Representative,Medium,Single,1878,1,Excellent,0,0,0,22536
459,40,Sales,28,Bachelor,1,Male,Sales Executive,Low,Divorced,10932,3,Excellent,20,1,0,131184
460,41,Research & Development,2,Master,1,Female,Healthcare Representative,High,Single,6811,2,Excellent,10,8,0,81732
461,26,Sales,29,College,1,Male,Sales Executive,High,Divorced,4306,5,Excellent,8,0,0,51672
462,35,Sales,1,Bachelor,1,Female,Sales Executive,High,Single,4859,1,Excellent,5,5,0,58308
463,34,Sales,21,Master,1,Male,Sales Executive,Very High,Single,5337,1,Excellent,10,10,5,64044
464,26,Research & Development,24,Bachelor,1,Male,Laboratory Technician,Very High,Single,2340,1,Excellent,1,1,0,28080
465,37,Research & Development,1,Bachelor,1,Female,Manufacturing Director,Very High,Single,7491,4,Excellent,12,6,1,89892
467,41,Sales,2,Doctor,1,Female,Manager,Low,Married,16595,7,Excellent,22,18,11,199140
468,37,Sales,9,Master,1,Male,Sales Executive,Medium,Divorced,8834,1,Excellent,9,9,7,106008
469,52,Research & Development,6,College,1,Male,Research Scientist,Low,Divorced,5577,3,Excellent,18,10,6,66924
470,32,Sales,11,Master,1,Male,Sales Executive,High,Married,4707,8,Excellent,6,4,1,56484
471,24,Sales,24,Bachelor,1,Male,Sales Representative,Very High,Married,2400,0,Excellent,3,2,2,28800
472,38,Research & Development,10,Bachelor,1,Female,Healthcare Representative,High,Married,9824,3,Excellent,18,1,0,117888
473,37,Research & Development,1,Master,1,Female,Manufacturing Director,Medium,Married,6447,6,Excellent,8,6,4,77364
474,49,Research & Development,18,Master,1,Male,Research Director,High,Divorced,19502,1,Excellent,31,31,0,234024
475,24,Research & Development,23,Bachelor,1,Male,Research Scientist,Very High,Married,2725,1,Excellent,6,6,1,32700
476,26,Sales,28,College,1,Male,Sales Executive,Medium,Married,6272,1,Outstanding,6,5,1,75264
477,24,Research & Development,17,College,1,Male,Laboratory Technician,Medium,Married,2127,1,Outstanding,1,1,0,25524
478,50,Human Resources,3,Bachelor,1,Male,Manager,Medium,Married,18200,1,Excellent,32,32,10,218400
480,24,Research & Development,7,Bachelor,1,Female,Laboratory Technician,High,Married,2886,1,Excellent,6,6,1,34632
481,30,Sales,12,Master,1,Male,Sales Representative,Low,Married,2033,1,Excellent,1,1,0,24396
482,34,Research & Development,1,College,1,Male,Research Scientist,Very High,Married,3622,1,Excellent,6,6,1,43464
483,31,Sales,13,Master,1,Male,Sales Executive,Low,Divorced,4233,2,Excellent,9,3,1,50796
484,35,Research & Development,25,College,1,Male,Laboratory Technician,Very High,Single,3681,4,Excellent,9,3,0,44172
485,31,Sales,6,Master,1,Male,Sales Executive,Very High,Divorced,5460,4,Outstanding,13,7,5,65520
486,27,Research & Development,6,Master,1,Female,Research Scientist,High,Divorced,2187,0,Excellent,6,5,0,26244
487,37,Sales,2,Bachelor,1,Male,Sales Executive,High,Married,9602,4,Excellent,17,3,1,115224
488,20,Research & Development,1,Bachelor,1,Female,Research Scientist,Medium,Single,2836,1,Excellent,1,1,0,34032
489,42,Research & Development,2,Master,1,Female,Healthcare Representative,Very High,Married,4089,1,Excellent,10,10,2,49068
490,43,Research & Development,6,Master,1,Male,Research Director,Very High,Divorced,16627,4,Excellent,21,1,0,199524
492,43,Research & Development,9,Doctor,1,Male,Laboratory Technician,High,Divorced,5679,3,Excellent,10,8,4,68148
493,48,Research & Development,1,Master,1,Female,Manager,Low,Married,15402,7,Excellent,21,3,0,184824
494,44,Human Resources,1,Master,1,Female,Human Resources,High,Single,5985,4,Excellent,10,2,0,71820
495,34,Sales,14,Bachelor,1,Female,Sales Representative,High,Divorced,2579,1,Excellent,8,8,0,30948
498,44,Research & Development,3,Master,1,Male,Manager,Very High,Married,19513,4,Excellent,26,2,0,234156
500,33,Sales,8,Master,1,Male,Sales Executive,High,Divorced,7104,0,Excellent,6,5,1,85248
501,32,Research & Development,9,Master,1,Female,Research Scientist,Very High,Married,6322,1,Excellent,6,6,0,75864
502,30,Research & Development,3,Bachelor,1,Female,Research Scientist,High,Divorced,2083,1,Outstanding,1,1,0,24996
504,34,Research & Development,1,Doctor,1,Male,Research Scientist,Very High,Married,2691,1,Excellent,10,10,8,32292
505,45,Sales,26,Master,1,Female,Sales Executive,Low,Married,4286,2,Excellent,5,1,0,51432
506,26,Research & Development,6,Bachelor,1,Female,Laboratory Technician,Very High,Married,2659,1,Excellent,3,3,0,31908
507,37,Research & Development,3,Bachelor,1,Male,Manufacturing Director,High,Married,9434,1,Excellent,10,10,7,113208
508,29,Sales,3,College,1,Female,Sales Executive,High,Married,5561,1,Excellent,6,6,1,66732
509,35,Research & Development,6,Master,1,Male,Research Scientist,Very High,Single,6646,1,Excellent,17,17,11,79752
510,33,Research & Development,6,Bachelor,1,Male,Healthcare Representative,Very High,Divorced,7725,3,Outstanding,15,13,4,92700
511,54,Human Resources,19,Master,1,Male,Human Resources,Medium,Married,10725,2,Excellent,16,9,7,128700
512,36,Research & Development,9,College,1,Male,Manufacturing Director,Medium,Divorced,8847,2,Excellent,13,3,0,106164
513,27,Research & Development,3,Master,1,Male,Research Scientist,Very High,Single,2045,0,Excellent,5,4,1,24540
515,33,Research & Development,3,Bachelor,1,Male,Research Scientist,Low,Single,3348,1,Excellent,10,10,9,40176
516,35,Research & Development,3,Bachelor,1,Male,Laboratory Technician,High,Married,1281,1,Excellent,1,1,0,15372
517,23,Research & Development,4,Bachelor,1,Male,Research Scientist,Low,Married,2819,2,Excellent,5,3,0,33828
518,25,Sales,8,Bachelor,1,Male,Sales Executive,Medium,Married,4851,0,Outstanding,4,3,1,58212
519,38,Sales,7,Master,1,Female,Sales Executive,Very High,Single,4028,0,Outstanding,8,7,0,48336
520,29,Research & Development,1,Master,1,Male,Research Scientist,Very High,Divorced,2720,1,Excellent,10,10,2,32640
523,37,Research & Development,10,College,1,Male,Research Scientist,Very High,Single,4680,3,Excellent,4,1,0,56160
525,34,Research & Development,9,Bachelor,1,Female,Healthcare Representative,Medium,Single,8621,1,Excellent,9,8,7,103452
526,24,Sales,3,College,1,Female,Sales Executive,High,Single,4577,9,Excellent,4,2,2,54924
527,39,Research & Development,2,Master,1,Female,Healthcare Representative,High,Single,4553,1,Excellent,20,20,11,54636
528,32,Sales,10,Bachelor,1,Male,Sales Executive,Very High,Single,5396,1,Excellent,10,10,0,64752
529,50,Sales,8,College,1,Male,Sales Executive,High,Married,6796,3,Excellent,18,4,1,81552
530,38,Research & Development,1,Master,1,Female,Healthcare Representative,Very High,Single,7625,0,Excellent,10,9,1,91500
531,27,Research & Development,1,College,1,Female,Manufacturing Director,Low,Married,7412,1,Excellent,9,9,0,88944
532,32,Research & Development,3,College,1,Female,Research Director,Very High,Single,11159,3,Excellent,10,7,7,133908
533,47,Sales,14,Master,1,Male,Sales Executive,Low,Single,4960,2,Excellent,20,7,1,59520
534,40,Sales,5,Master,1,Male,Sales Executive,Low,Married,10475,5,Outstanding,20,18,1,125700
535,53,Research & Development,7,Bachelor,1,Male,Research Director,High,Married,14814,3,Excellent,32,5,1,177768
536,41,Human Resources,10,Master,1,Male,Manager,Very High,Divorced,19141,3,Excellent,23,21,12,229692
537,60,Sales,16,Master,1,Male,Sales Executive,Low,Single,5405,8,Excellent,10,2,2,64860
538,27,Research & Development,10,College,1,Male,Manufacturing Director,Low,Divorced,8793,1,Outstanding,9,9,1,105516
539,41,Human Resources,1,Bachelor,1,Male,Manager,High,Married,19189,1,Excellent,22,22,2,230268
540,50,Sales,8,Master,1,Male,Sales Representative,Medium,Married,3875,7,Excellent,4,2,2,46500
541,28,Research & Development,1,College,1,Female,Research Scientist,Medium,Single,2216,7,Excellent,10,7,3,26592
542,36,Research & Development,8,Bachelor,1,Female,Research Director,Low,Married,11713,9,Excellent,10,8,0,140556
543,38,Research & Development,1,Bachelor,1,Female,Manufacturing Director,High,Single,7861,4,Excellent,10,1,0,94332
544,44,Research & Development,24,Bachelor,1,Male,Laboratory Technician,High,Single,3708,2,Excellent,9,5,1,44496
545,47,Sales,3,Bachelor,1,Female,Sales Executive,High,Divorced,13770,9,Excellent,28,22,11,165240
546,30,Sales,27,Doctor,1,Male,Sales Executive,Very High,Divorced,5304,7,Outstanding,10,8,7,63648
547,29,Sales,10,Bachelor,1,Male,Sales Representative,High,Single,2642,1,Excellent,1,1,0,31704
548,42,Research & Development,19,Bachelor,1,Male,Research Scientist,High,Divorced,2759,6,Excellent,7,2,2,33108
549,43,Sales,15,Bachelor,1,Male,Sales Executive,Very High,Married,6804,3,Excellent,7,2,2,81648
550,34,Research & Development,8,College,1,Female,Healthcare Representative,High,Single,6142,3,Excellent,10,5,4,73704
552,39,Human Resources,3,Bachelor,1,Female,Human Resources,Medium,Married,6389,9,Excellent,12,8,3,76668
553,56,Research & Development,9,Bachelor,1,Male,Healthcare Representative,Very High,Married,11103,7,Excellent,30,10,1,133236
555,27,Research & Development,7,Bachelor,1,Female,Healthcare Representative,Low,Single,6811,8,Excellent,9,7,0,81732
556,29,Sales,10,Bachelor,1,Male,Sales Representative,Medium,Divorced,2297,1,Excellent,2,2,2,27564
557,53,Research & Development,6,Bachelor,1,Male,Laboratory Technician,Very High,Single,2450,2,Excellent,19,2,2,29400
558,35,Research & Development,2,Master,1,Female,Healthcare Representative,Low,Divorced,5093,2,Excellent,16,1,0,61116
559,32,Research & Development,24,Master,1,Male,Laboratory Technician,Very High,Married,5309,1,Excellent,10,10,4,63708
560,38,Research & Development,2,Doctor,1,Male,Research Scientist,High,Married,3057,6,Excellent,6,1,0,36684
561,34,Research & Development,8,Doctor,1,Female,Manufacturing Director,Low,Divorced,5121,3,Excellent,7,0,0,61452
562,52,Sales,3,Master,1,Male,Manager,Low,Married,16856,1,Excellent,34,34,1,202272
563,33,Research & Development,1,Master,1,Male,Research Scientist,Very High,Single,2686,1,Excellent,10,10,7,32232
565,45,Sales,2,College,1,Male,Sales Representative,High,Single,6632,0,Excellent,9,8,3,79584
567,47,Sales,27,College,1,Female,Sales Executive,High,Single,6397,4,Excellent,8,5,1,76764
568,34,Sales,2,Bachelor,1,Male,Sales Executive,Very High,Single,6274,1,Outstanding,6,6,1,75288
569,55,Research & Development,2,Bachelor,1,Male,Manager,Low,Married,19859,5,Excellent,24,5,1,238308
570,36,Sales,8,Master,1,Male,Sales Executive,Low,Single,7587,1,Excellent,10,10,0,91044
571,52,Research & Development,19,Master,1,Male,Research Scientist,Very High,Married,4258,0,Excellent,5,4,1,51096
572,26,Research & Development,1,College,1,Female,Laboratory Technician,Very High,Divorced,4364,3,Excellent,5,2,2,52368
573,29,Research & Development,27,Bachelor,1,Female,Healthcare Representative,High,Married,4335,4,Excellent,11,8,1,52020
574,26,Sales,8,Bachelor,1,Male,Sales Executive,Low,Single,5326,6,Excellent,6,4,1,63912
575,34,Research & Development,1,Master,1,Female,Research Scientist,Very High,Single,3280,2,Excellent,10,4,1,39360
576,54,Research & Development,19,Master,1,Female,Manufacturing Director,Low,Divorced,5485,9,Excellent,9,5,1,65820
579,38,Research & Development,2,Master,1,Female,Manufacturing Director,Low,Single,5980,6,Excellent,17,15,4,71760
580,34,Research & Development,2,Master,1,Female,Research Scientist,Low,Single,4381,1,Excellent,6,6,1,52572
581,35,Sales,8,Master,1,Female,Sales Representative,Very High,Married,2572,1,Excellent,3,3,0,30864
582,30,Research & Development,1,Bachelor,1,Male,Laboratory Technician,High,Married,3833,3,Outstanding,7,2,0,45996
583,40,Research & Development,2,College,1,Female,Healthcare Representative,Medium,Married,4244,1,Outstanding,8,8,3,50928
584,34,Sales,8,College,1,Female,Sales Executive,Low,Married,6500,5,Excellent,6,3,1,78000
585,42,Research & Development,8,Bachelor,1,Male,Manager,Very High,Divorced,18430,1,Excellent,24,24,14,221160
